strain,d_curvature_std_hips_w_backward_50th_medianDiff_all,d_path_curvature_body_IQR_medianDiff_all,d_path_curvature_body_abs_10th_medianDiff_all,d_path_curvature_body_abs_50th_medianDiff_all,d_path_curvature_body_norm_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_10th_medianDiff_all,d_path_curvature_body_w_backward_90th_medianDiff_all,d_path_curvature_body_w_backward_IQR_medianDiff_all,d_path_curvature_body_w_backward_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_abs_50th_medianDiff_all,d_path_curvature_body_w_backward_abs_90th_medianDiff_all,d_path_curvature_body_w_backward_abs_IQR_medianDiff_all,d_path_curvature_body_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_IQR_medianDiff_all,d_path_curvature_head_abs_10th_medianDiff_all,d_path_curvature_head_abs_50th_medianDiff_all,d_path_curvature_head_abs_IQR_medianDiff_all,d_path_curvature_head_norm_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_10th_medianDiff_all,d_path_curvature_head_w_backward_90th_medianDiff_all,d_path_curvature_head_w_backward_IQR_medianDiff_all,d_path_curvature_head_w_backward_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_abs_50th_medianDiff_all,d_path_curvature_head_w_backward_abs_90th_medianDiff_all,d_path_curvature_head_w_backward_abs_IQR_medianDiff_all,d_path_curvature_head_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_w_paused_10th_medianDiff_all,d_path_curvature_midbody_IQR_medianDiff_all,d_path_curvature_midbody_abs_10th_medianDiff_all,d_path_curvature_midbody_abs_50th_medianDiff_all,d_path_curvature_midbody_norm_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_10th_medianDiff_all,d_path_curvature_midbody_w_backward_90th_medianDiff_all,d_path_curvature_midbody_w_backward_IQR_medianDiff_all,d_path_curvature_midbody_w_backward_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_50th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_90th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,d_path_curvature_midbody_w_paused_IQR_medianDiff_all,d_path_curvature_tail_IQR_medianDiff_all,d_path_curvature_tail_abs_10th_medianDiff_all,d_path_curvature_tail_abs_50th_medianDiff_all,d_path_curvature_tail_norm_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_10th_medianDiff_all,d_path_curvature_tail_w_backward_90th_medianDiff_all,d_path_curvature_tail_w_backward_IQR_medianDiff_all,d_path_curvature_tail_w_backward_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_abs_50th_medianDiff_all,d_path_curvature_tail_w_backward_abs_90th_medianDiff_all,d_path_curvature_tail_w_backward_abs_IQR_medianDiff_all,d_path_curvature_tail_w_forward_abs_10th_medianDiff_all,path_curvature_body_10th_medianDiff_all,path_curvature_body_50th_medianDiff_all,path_curvature_body_abs_50th_medianDiff_all,path_curvature_body_abs_90th_medianDiff_all,path_curvature_body_w_backward_10th_medianDiff_all,path_curvature_body_w_backward_90th_medianDiff_all,path_curvature_body_w_backward_IQR_medianDiff_all,path_curvature_body_w_backward_abs_50th_medianDiff_all,path_curvature_body_w_backward_abs_90th_medianDiff_all,path_curvature_body_w_backward_abs_IQR_medianDiff_all,path_curvature_body_w_paused_50th_medianDiff_all,path_curvature_body_w_paused_abs_50th_medianDiff_all,path_curvature_head_10th_medianDiff_all,path_curvature_head_50th_medianDiff_all,path_curvature_head_abs_90th_medianDiff_all,path_curvature_head_w_backward_10th_medianDiff_all,path_curvature_head_w_backward_90th_medianDiff_all,path_curvature_head_w_backward_IQR_medianDiff_all,path_curvature_head_w_backward_abs_10th_medianDiff_all,path_curvature_head_w_backward_abs_50th_medianDiff_all,path_curvature_head_w_backward_abs_90th_medianDiff_all,path_curvature_head_w_backward_abs_IQR_medianDiff_all,path_curvature_head_w_paused_50th_medianDiff_all,path_curvature_head_w_paused_abs_50th_medianDiff_all,path_curvature_midbody_10th_medianDiff_all,path_curvature_midbody_50th_medianDiff_all,path_curvature_midbody_abs_50th_medianDiff_all,path_curvature_midbody_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_10th_medianDiff_all,path_curvature_midbody_w_backward_90th_medianDiff_all,path_curvature_midbody_w_backward_IQR_medianDiff_all,path_curvature_midbody_w_backward_abs_50th_medianDiff_all,path_curvature_midbody_w_backward_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,path_curvature_midbody_w_paused_50th_medianDiff_all,path_curvature_midbody_w_paused_abs_50th_medianDiff_all,path_curvature_tail_10th_medianDiff_all,path_curvature_tail_50th_medianDiff_all,path_curvature_tail_abs_50th_medianDiff_all,path_curvature_tail_abs_90th_medianDiff_all,path_curvature_tail_w_backward_10th_medianDiff_all,path_curvature_tail_w_backward_90th_medianDiff_all,path_curvature_tail_w_backward_IQR_medianDiff_all,path_curvature_tail_w_backward_abs_50th_medianDiff_all,path_curvature_tail_w_backward_abs_90th_medianDiff_all,path_curvature_tail_w_backward_abs_IQR_medianDiff_all,path_curvature_tail_w_paused_10th_medianDiff_all,path_curvature_tail_w_paused_50th_medianDiff_all,path_curvature_tail_w_paused_abs_50th_medianDiff_all,path_curvature_tail_w_paused_abs_90th_medianDiff_all
NIC267,-7.8057e-05,-0.00070677,-0.0001069,-0.00035261,-0.062353,1.0109,-0.37818,-0.0046974,-0.0001445,-0.0023345,-2.2896,-0.41757,-3.0606e-05,-0.0046098,-0.0010386,-0.0023045,0.0027963,-0.57714,0.04779,-0.016696,-0.0069585,-0.00082636,-0.003448,-0.16462,-0.016505,-0.00035634,0.053641,-0.001762,-0.00034909,-0.00088247,-0.24196,0.96023,-1.4555,-0.0082519,-0.00041464,-0.0040697,-3.7776,-0.48964,-0.0022153,-0.0025805,-0.00060275,-0.0012904,-0.40279,0.27621,-1.1882,-0.011496,-0.00072143,-0.0057743,-0.44659,-0.49894,-0.00015458,-9.223372036854776e+18,-0.00027815,0.00034549,9.223372036854776e+18,0.038582,-0.029563,-0.0014054,-0.00054513,-0.53499,-0.0088612,-4.611686018427388e+18,4.611686018427388e+18,-9.223372036854776e+18,-0.0012356,9.223372036854776e+18,0.0022807,-0.0033704,-0.00064506,-0.00014775,-0.00031614,-0.009808,-0.0018155,-4.611686018427388e+18,4.611686018427388e+18,-9.223372036854776e+18,-0.0006964,0.00055378,9.223372036854776e+18,0.019838,-0.062531,-0.00050712,-0.00021516,-0.4813,-0.011242,-4.611686018427388e+18,4.611686018427388e+18,-9.223372036854776e+18,-0.00083476,0.00079466,9.223372036854776e+18,0.066839,-0.032693,-0.00090139,-0.00048588,-0.22391,-0.014026,-4.611686018427388e+18,-4.611686018427388e+18,4.611686018427388e+18,4.611686018427388e+18
NIC268,-1.2432e-05,-0.00032595,-0.00012934,-0.00016273,-0.035022,0.7723,-0.88109,-0.0039788,-0.00015388,-0.0019834,-2.7122,-0.23351,-1.9222e-05,-0.0029316,-0.0017384,-0.0014644,0.0022179,-0.70489,0.020521,-0.026596,-0.0067492,-0.00080658,-0.0033688,-0.22425,-0.0086328,-0.00045706,0.063869,-0.0017263,-0.00066469,-0.00086389,-0.27027,0.84145,-0.94052,-0.0082309,-0.00046161,-0.0041026,-2.7203,-0.26692,-0.00070847,-0.0028831,-0.0011934,-0.0014423,-0.50938,0.8604,-0.62887,-0.012818,-0.0008905,-0.0062717,-2.5405,-0.30911,-0.00043891,-9.223372036854776e+18,-0.00016726,0.00018561,9.223372036854776e+18,0.03249,-0.018253,-0.00032624,-0.00016828,-0.58493,-0.0081802,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00077003,9.223372036854776e+18,0.0048118,-0.0023298,-0.0010028,-0.00010897,-0.00049027,-0.017273,-0.0017149,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00043287,0.00026808,9.223372036854776e+18,0.024655,-0.030467,-0.00090615,-0.00044998,-0.57197,-0.010322,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00060788,0.00043103,9.223372036854776e+18,0.023996,-0.038109,-0.0013998,-0.00069954,-0.51691,-0.010638,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC269,-6.5212e-05,-0.00015837,-7.067e-05,-7.919e-05,-0.028597,0.13945,-0.23195,-0.0015476,-0.0001346,-0.00074222,-0.86322,-0.060924,-2.7857e-05,-0.0019446,-0.0011034,-0.00097168,0.0010943,-0.59417,0.028353,-0.017831,-0.008088,-0.00095761,-0.0040422,-0.078327,-0.0085667,-0.00059164,0.070205,-0.0010368,-0.00023588,-0.00052086,-0.10484,0.2953,-0.1991,-0.005947,-0.00047505,-0.0029624,-1.2214,-0.077283,-0.0033571,-0.0021538,-0.00052064,-0.0010778,-0.24252,0.26857,-0.21603,-0.0093449,-0.00097913,-0.004758,-0.81112,-0.12149,-0.00025355,-0.0011105,-5.7027e-05,8.9703e-05,0.0048191,0.013767,-0.0017926,-0.00079023,-0.0004027,-0.056285,-0.002363,-9.223372036854776e+18,9.223372036854776e+18,-0.0017505,-0.00018149,0.0043184,0.0024015,-0.0075835,-0.0011393,-0.00023441,-0.00057293,-0.014378,-0.0020331,-9.223372036854776e+18,9.223372036854776e+18,-0.0011747,-8.3813e-05,0.00018885,0.0049747,0.0089438,-0.0083872,-0.0017872,-0.00093218,-0.1836,-0.0025904,-9.223372036854776e+18,9.223372036854776e+18,-0.0010941,-4.5381e-05,2.8687e-05,0.0065354,0.027886,-0.015584,-0.001803,-0.00093056,-0.23186,-0.0078099,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC271,-4.8037e-05,-0.00050457,-8.5611e-05,-0.00025217,-0.04945,0.21638,-0.34598,-0.0072405,-0.00012917,-0.0034934,-0.51535,-0.16387,-3.2996e-05,-0.0035815,-0.00067132,-0.0017886,-0.0006261,-0.44068,0.049749,-0.057292,-0.010781,-0.00061256,-0.0053369,-0.19918,-0.031268,-0.00021931,0.034593,-0.00073168,-0.00015833,-0.00036656,-0.077071,0.74926,-0.31678,-0.0078094,-0.00013268,-0.0039229,-0.94346,-0.21255,-0.003182,-0.0014529,-0.00030296,-0.00072653,-0.16173,0.88939,-0.87535,-0.012868,-0.00017291,-0.006402,-1.8805,-0.38133,-8.7659e-05,-9.223372036854776e+18,-0.0002481,0.00023068,9.223372036854776e+18,0.0094044,-0.0097164,-0.001231,-0.00052601,-0.039801,-0.0053169,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0010593,9.223372036854776e+18,0.006842,-0.010279,-0.0027625,-0.00016615,-0.0013712,-0.028271,-0.0057957,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00053087,0.00046263,9.223372036854776e+18,0.00070826,-0.032891,-0.0012065,-0.00058408,-0.094001,-0.0038063,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00075982,0.00062154,9.223372036854776e+18,0.02585,-0.053813,-0.0021745,-0.0010868,-0.39593,-0.018718,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
NIC272,-3.9787e-05,-0.0005117,-0.00012211,-0.00025639,-0.029232,0.58919,-0.49583,-0.0036883,-6.0457e-05,-0.0018493,-1.9318,-0.15906,-1.4633e-05,-0.0058235,-0.0011765,-0.0029144,0.0021311,-0.41296,0.037054,-0.0507,-0.0070012,-0.00042768,-0.003499,-0.21209,-0.02147,-0.00043254,0.1277,-0.0027491,-0.0003212,-0.0013749,-0.10599,0.74794,-0.65428,-0.0052558,-0.00012759,-0.0025749,-2.4032,-0.21087,-0.0030013,-0.0044938,-0.00061413,-0.0022489,-0.18132,0.70924,-0.74709,-0.0089835,-0.00039437,-0.0043517,-2.3435,-0.28327,-0.00015759,-9.223372036854776e+18,-0.0002229,0.00044172,9.223372036854776e+18,0.030168,-0.039336,-0.0016042,-0.00079147,-0.33603,-0.0038185,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0010551,9.223372036854776e+18,0.0074848,-0.0067316,-0.0014517,-0.000171,-0.00073117,-0.018863,-0.0045636,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00037847,0.0005175,9.223372036854776e+18,0.014258,-0.012292,-0.0015127,-0.0010836,-0.35066,-0.004688,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00063988,0.00088644,9.223372036854776e+18,0.051256,-0.03645,-0.0019582,-0.0010025,-0.39186,-0.010768,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC274,-6.9741e-05,-0.00037895,-0.00011619,-0.00018952,-0.018489,0.17531,-0.30721,-0.0030832,-4.3942e-05,-0.0015347,-1.1738,-0.061644,-7.452e-06,-0.0024002,-0.0011422,-0.0012026,0.0019731,-0.24421,0.0064816,-0.010071,0.00011612,-6.697e-05,6.3649e-05,-0.006621,-0.0018974,-0.00023623,0.074508,-0.0014039,-0.00029753,-0.00070152,-0.044068,0.27561,-0.2585,-0.0033971,-0.00012171,-0.001667,-1.7315,-0.07008,-0.004032,-0.0029552,-0.00067826,-0.0014766,-0.16031,0.37166,-0.3518,-0.0034914,-9.1377e-05,-0.0017598,-1.2888,-0.091598,-0.00013694,-0.17112,-0.0001203,9.218e-05,1.0301,0.010249,-0.017193,-0.0010425,-0.00053279,-0.18785,-0.0035023,-9.223372036854776e+18,9.223372036854776e+18,-0.050681,-0.00060854,0.22317,0.0021083,0.00030854,-0.0011244,-9.6624e-05,-0.00055978,-0.0024823,-0.0014563,-9.223372036854776e+18,9.223372036854776e+18,-0.16858,-0.00025444,0.0003141,1.1905,0.014633,-0.013061,0.00015691,9.6543e-05,-0.22638,-0.0053775,-9.223372036854776e+18,9.223372036854776e+18,-0.17733,-0.00040781,0.00027623,0.92443,0.0080649,-0.027145,-0.0013297,-0.00067052,-0.33067,-0.011674,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
NIC275,-0.00013336,-0.00039532,-9.8833e-05,-0.00019805,-0.019937,0.21466,-0.20824,-0.0044508,-0.00014842,-0.0022005,-1.1319,-0.062838,-1.9406e-05,-0.001599,-0.00087997,-0.00078711,0.0014461,-0.196,0.023891,-0.022962,-0.0034896,-0.00031256,-0.0017452,-0.1069,-0.011367,-0.00022261,0.019604,-0.00076125,-0.00024626,-0.00038013,-0.029121,0.31284,-0.23134,-0.0050775,-0.0001459,-0.0025079,-1.4702,-0.074773,-0.0017476,-0.0013693,-0.00045634,-0.00068475,-0.073759,0.2893,-0.39529,-0.0069343,-0.00038231,-0.0034717,-1.4533,-0.12664,-0.00011697,-9.223372036854776e+18,-0.00017906,0.0001693,9.223372036854776e+18,0.018579,-0.02001,-0.0017687,-0.0008497,-0.21676,-0.0079973,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0008661,9.223372036854776e+18,0.0052991,-0.0041122,-0.0014486,-0.00012379,-0.00072933,-0.016114,-0.0030355,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00041018,0.00030239,9.223372036854776e+18,0.024153,-0.015374,-0.0016185,-0.00077427,-0.23566,-0.0081409,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00061188,0.00041189,9.223372036854776e+18,0.02237,-0.040699,-0.0017254,-0.00088501,-0.29899,-0.013043,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC276,-4.2359e-05,-0.00051795,-0.00011224,-0.0002588,-0.027431,0.84476,-0.64144,-0.0055975,-0.00012648,-0.0029685,-1.6938,-0.31084,-1.7785e-05,-0.0030964,-0.0008718,-0.0015457,0.0013634,-0.039388,0.047593,-0.059964,-0.0092657,-0.00067113,-0.0046056,-0.20923,-0.029302,-2.7772e-05,0.046089,-0.0023362,-0.00033444,-0.001168,-0.075955,1.0575,-0.99832,-0.0087972,-0.00025165,-0.0043485,-3.7805,-0.37337,-0.0011952,-0.0040109,-0.00060637,-0.002007,-0.12218,0.77162,-0.66274,-0.015637,-0.00030616,-0.0077232,-1.7103,-0.29239,-0.00016185,-9.223372036854776e+18,-0.00017183,0.00014102,9.223372036854776e+18,0.031123,-0.060956,-0.0011062,-0.00055078,-0.47329,-0.011846,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00097897,9.223372036854776e+18,0.012114,-0.0095711,-0.0024732,-0.00018371,-0.0012357,-0.031232,-0.0068744,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00053622,0.00033257,9.223372036854776e+18,0.022315,-0.021615,-0.00091233,-0.0004513,-0.74227,-0.010116,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00083808,0.00039764,9.223372036854776e+18,0.027539,-0.09603,-0.0013699,-0.00069416,-0.50047,-0.01325,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC277,-5.6504e-05,-0.00042677,-0.00012475,-0.00021353,-0.037321,0.73264,-0.76739,-0.010102,-0.00018626,-0.004985,-2.3574,-0.27727,-2.2053e-05,-0.0042753,-0.0013806,-0.0021291,0.0018734,-0.60782,0.037526,-0.039936,-0.0076562,-0.00081361,-0.0038192,-0.13221,-0.02048,-0.00042289,0.020614,-0.0017562,-0.00035531,-0.00087807,-0.12988,0.89287,-0.91962,-0.012428,-0.00040463,-0.0061602,-3.2494,-0.2933,-0.0034704,-0.0029839,-0.00065156,-0.0014911,-0.25105,0.95816,-0.89381,-0.020147,-0.00079896,-0.0099351,-2.6006,-0.41074,-0.00026871,-9.223372036854776e+18,-0.00016049,0.00018678,9.223372036854776e+18,0.061702,-0.027939,-0.0021096,-0.00089791,-0.47945,-0.015716,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00067081,9.223372036854776e+18,0.0058729,-0.0042024,-0.0017201,-0.00012838,-0.00088817,-0.016428,-0.0037082,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00032043,0.00037394,9.223372036854776e+18,0.034902,-0.030265,-0.0021385,-0.00099592,-0.49499,-0.014384,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00046955,0.00039271,9.223372036854776e+18,0.063521,-0.056519,-0.0027794,-0.001397,-0.51365,-0.026613,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC3,-1.2274e-06,-0.00040042,-0.00011109,-0.00020299,-0.03717,0.1617,-0.074132,-0.0050975,-0.00016045,-0.0025217,-1.0032,-0.040829,-3.0249e-05,-0.0033413,-0.00080617,-0.001673,0.00016655,-0.38554,0.016792,-0.019538,-0.0034825,-0.00030136,-0.0017162,-0.063838,-0.0090573,-0.00039154,0.064107,-0.0013933,-0.00024834,-0.00069726,-0.08539,0.12697,-0.12401,-0.0056066,-0.00022726,-0.0028302,-0.82288,-0.044108,-0.0044328,-0.0023185,-0.00041465,-0.0011531,-0.17285,0.16276,-0.28731,-0.0057271,-0.00035646,-0.0028235,-1.4581,-0.075608,-0.00014173,-9.223372036854776e+18,-0.00018122,0.00023457,9.223372036854776e+18,0.025198,-0.011553,-0.0012512,-0.00052008,-0.11106,-0.0063054,-0.094809,0.48895,-9.223372036854776e+18,-0.00056383,9.223372036854776e+18,0.004123,-0.0032901,-0.0012164,-0.00014329,-0.00060304,-0.013486,-0.002904,-0.062201,0.22289,-9.223372036854776e+18,-0.00031603,0.00040787,9.223372036854776e+18,0.023623,-0.0052592,-0.0012344,-0.00061015,-0.10398,-0.0052821,-0.098712,0.51472,-9.223372036854776e+18,-0.0005411,0.00053159,9.223372036854776e+18,0.017788,-0.016202,-0.00087381,-0.00045203,-0.16803,-0.0081627,-9.223372036854776e+18,-0.17593,0.60925,9.223372036854776e+18
NIC513,-2.7175e-05,-0.00020121,-0.0001083,-0.00010057,-0.029709,0.78908,-0.88553,-0.010794,-0.00019862,-0.0054153,-3.1288,-0.30615,-1.5767e-05,-0.0021747,-0.0015381,-0.0010914,0.0026083,-0.57275,0.057033,-0.041957,-0.011527,-0.00075156,-0.0057332,-0.27328,-0.033985,-0.00045327,0.017034,-0.0013424,-0.00048503,-0.00067165,-0.15488,1.0431,-0.84161,-0.01317,-0.00048397,-0.0065561,-4.0059,-0.34799,-0.0011406,-0.0021908,-0.0010441,-0.0010945,-0.39139,0.81332,-1.0164,-0.019464,-0.00084585,-0.0095904,-2.7156,-0.35942,-0.00032186,-9.223372036854776e+18,-0.00024592,0.00022987,9.223372036854776e+18,0.046001,-0.043412,-0.0015863,-0.00074919,-0.49339,-0.01624,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00073848,9.223372036854776e+18,0.010697,-0.0096354,-0.00238,-0.00021763,-0.001182,-0.029319,-0.0059159,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00044129,0.00044484,9.223372036854776e+18,0.041071,-0.042489,-0.0016688,-0.00083459,-0.53177,-0.016674,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00058007,0.00043258,9.223372036854776e+18,0.049262,-0.052897,-0.0027876,-0.0013472,-0.54726,-0.02438,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC514,-6.5325e-05,-0.00030611,-0.00013572,-0.0001534,-0.031565,0.55112,-0.53278,-0.0054684,-0.00016585,-0.0028296,-1.4916,-0.17523,-2.4133e-05,-0.0014501,-0.0014893,-0.00071997,0.0017092,-0.51346,0.0096994,-0.027312,-0.0046403,-0.0007036,-0.0023732,-0.12568,-0.0065595,-0.00025506,0.018846,-0.00076206,-0.00040984,-0.00038073,-0.094958,0.80054,-0.66417,-0.0053725,-0.00038693,-0.0027077,-2.0032,-0.19446,-0.0016862,-0.0017749,-0.00074166,-0.00088704,-0.19704,0.62105,-0.59377,-0.010473,-0.00074689,-0.0050848,-1.5293,-0.23611,-0.00015847,-0.44631,-0.00018196,0.00010522,1.5989,0.012285,-0.020531,-0.00053277,-0.00018219,-0.34617,-0.007618,-9.223372036854776e+18,9.223372036854776e+18,-0.04801,-0.00055864,0.22621,0.0017966,-0.0032631,-0.00060703,-0.00014607,-0.00030618,-0.0058588,-0.001529,-9.223372036854776e+18,9.223372036854776e+18,-0.49325,-0.00023289,0.000206,1.8836,0.031617,-0.011966,-0.00065266,-0.00034018,-0.39317,-0.0068904,-9.223372036854776e+18,9.223372036854776e+18,-0.36729,-0.0004169,0.00029315,1.3387,0.032739,-0.025867,-0.00078354,-0.0004074,-0.37303,-0.011057,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC522,-3.4316e-05,-0.00067306,-0.00010571,-0.00033629,-0.026237,0.37046,-0.24782,-0.005103,-0.0001066,-0.0025558,-1.0985,-0.096848,-2.7119e-05,-0.004608,-0.00087194,-0.0023047,-0.0001202,-0.26968,0.027855,-0.024356,-0.0057039,-0.00062515,-0.0028152,-0.080838,-0.01584,-0.00026057,0.049472,-0.0016051,-0.00021083,-0.00080145,-0.040604,0.28176,-0.22709,-0.0059722,-0.00019587,-0.0029322,-0.93794,-0.0878,-0.0012612,-0.0027864,-0.00038098,-0.0013928,-0.088605,0.34356,-0.38818,-0.0088774,-0.0003949,-0.0044215,-1.2977,-0.13407,-9.684e-05,-9.223372036854776e+18,-0.00026415,0.00020862,9.223372036854776e+18,0.021622,-0.0095626,-0.0010046,-0.00049243,-0.19428,-0.0072317,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0012429,9.223372036854776e+18,0.0073785,-0.0063217,-0.0021365,-0.00015881,-0.001071,-0.01535,-0.0042681,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00055021,0.0003612,9.223372036854776e+18,0.01215,-0.015051,-0.0010209,-0.00051082,-0.16339,-0.0081752,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00078328,0.00048106,9.223372036854776e+18,0.031828,-0.034526,-0.0015139,-0.00080851,-0.30707,-0.015269,-4.611686018427388e+18,-9.223372036854776e+18,9.223372036854776e+18,4.611686018427388e+18
NIC523,-4.7295e-05,-0.00047737,-0.00012008,-0.00023862,-0.036352,0.29289,-0.38362,-0.0043256,-0.00011726,-0.0021099,-1.1476,-0.10271,-2.0638e-05,-0.0029382,-0.00086125,-0.0014687,0.00016924,-0.37492,0.022981,-0.017415,-0.0059718,-0.00075855,-0.0029907,-0.070282,-0.011559,-0.00018671,0.0076457,-0.0014776,-0.00027393,-0.00073881,-0.094226,0.32638,-0.38541,-0.0045708,-0.00021475,-0.0022774,-1.3773,-0.11469,-0.00095435,-0.0021138,-0.0004047,-0.0010551,-0.12112,0.27995,-0.49935,-0.0057227,-0.00046569,-0.0028834,-1.2915,-0.16035,-2.471e-05,-3190.3525,-0.00015356,0.00019106,8339.8015,0.020234,-0.018774,-0.00053908,-0.00023647,-0.22143,-0.0060074,-9.223372036854776e+18,9.223372036854776e+18,-3.1057,-0.0005705,6.0027,0.0042705,-0.0033273,-0.0016469,-0.00021388,-0.00083262,-0.0092139,-0.0024002,-9.223372036854776e+18,9.223372036854776e+18,-56.9156,-0.00032159,0.00027444,117.7476,0.017626,-0.0084518,-0.00077877,-0.0003792,-0.16533,-0.0032994,-9.223372036854776e+18,9.223372036854776e+18,-19.64,-0.00043571,0.00056965,44.9411,0.023821,-0.030167,-0.00082066,-0.00041167,-0.23931,-0.0099712,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
PB303,-8.7229e-05,-0.00038313,-0.00011873,-0.00019168,-0.02159,0.18737,-0.25578,-0.0067714,-0.00013026,-0.0033957,-0.66414,-0.10674,-1.5612e-05,-0.0023229,-0.00096127,-0.0011542,0.0011853,-0.095686,0.0070458,-0.014474,-0.0031448,-0.00030762,-0.001584,-0.044331,-0.0057372,-0.00029464,0.086893,-0.00054757,-0.00032654,-0.00027343,-0.036125,0.37052,-0.24912,-0.0064269,-0.00021958,-0.0032387,-1.1722,-0.10763,-0.0037991,-0.00089363,-0.00059491,-0.00044929,-0.054891,0.34981,-0.25979,-0.0088288,-0.00022522,-0.0043664,-1.0241,-0.13518,-5.8968e-05,-9.223372036854776e+18,-0.00016872,3.3182e-05,9.223372036854776e+18,0.0091502,-0.023961,-0.0025566,-0.0012481,-0.24293,-0.0091824,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0005632,9.223372036854776e+18,0.0061775,-0.0033295,-0.0019167,-8.3351e-05,-0.00096416,-0.014124,-0.003109,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00027834,0.00023562,9.223372036854776e+18,0.016035,-0.026733,-0.0029222,-0.001476,-0.25752,-0.0088653,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00051809,0.00034353,9.223372036854776e+18,0.027085,-0.024209,-0.0035483,-0.0017253,-0.23659,-0.013022,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
