strain,d_curvature_std_hips_w_backward_50th_medianDiff_all,d_path_curvature_body_IQR_medianDiff_all,d_path_curvature_body_abs_10th_medianDiff_all,d_path_curvature_body_abs_50th_medianDiff_all,d_path_curvature_body_norm_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_10th_medianDiff_all,d_path_curvature_body_w_backward_90th_medianDiff_all,d_path_curvature_body_w_backward_IQR_medianDiff_all,d_path_curvature_body_w_backward_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_abs_50th_medianDiff_all,d_path_curvature_body_w_backward_abs_90th_medianDiff_all,d_path_curvature_body_w_backward_abs_IQR_medianDiff_all,d_path_curvature_body_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_IQR_medianDiff_all,d_path_curvature_head_abs_10th_medianDiff_all,d_path_curvature_head_abs_50th_medianDiff_all,d_path_curvature_head_abs_IQR_medianDiff_all,d_path_curvature_head_norm_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_10th_medianDiff_all,d_path_curvature_head_w_backward_90th_medianDiff_all,d_path_curvature_head_w_backward_IQR_medianDiff_all,d_path_curvature_head_w_backward_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_abs_50th_medianDiff_all,d_path_curvature_head_w_backward_abs_90th_medianDiff_all,d_path_curvature_head_w_backward_abs_IQR_medianDiff_all,d_path_curvature_head_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_w_paused_10th_medianDiff_all,d_path_curvature_midbody_IQR_medianDiff_all,d_path_curvature_midbody_abs_10th_medianDiff_all,d_path_curvature_midbody_abs_50th_medianDiff_all,d_path_curvature_midbody_norm_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_10th_medianDiff_all,d_path_curvature_midbody_w_backward_90th_medianDiff_all,d_path_curvature_midbody_w_backward_IQR_medianDiff_all,d_path_curvature_midbody_w_backward_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_50th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_90th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,d_path_curvature_midbody_w_paused_IQR_medianDiff_all,d_path_curvature_tail_IQR_medianDiff_all,d_path_curvature_tail_abs_10th_medianDiff_all,d_path_curvature_tail_abs_50th_medianDiff_all,d_path_curvature_tail_norm_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_10th_medianDiff_all,d_path_curvature_tail_w_backward_90th_medianDiff_all,d_path_curvature_tail_w_backward_IQR_medianDiff_all,d_path_curvature_tail_w_backward_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_abs_50th_medianDiff_all,d_path_curvature_tail_w_backward_abs_90th_medianDiff_all,d_path_curvature_tail_w_backward_abs_IQR_medianDiff_all,d_path_curvature_tail_w_forward_abs_10th_medianDiff_all,path_curvature_body_10th_medianDiff_all,path_curvature_body_50th_medianDiff_all,path_curvature_body_abs_50th_medianDiff_all,path_curvature_body_abs_90th_medianDiff_all,path_curvature_body_w_backward_10th_medianDiff_all,path_curvature_body_w_backward_90th_medianDiff_all,path_curvature_body_w_backward_IQR_medianDiff_all,path_curvature_body_w_backward_abs_50th_medianDiff_all,path_curvature_body_w_backward_abs_90th_medianDiff_all,path_curvature_body_w_backward_abs_IQR_medianDiff_all,path_curvature_body_w_paused_50th_medianDiff_all,path_curvature_body_w_paused_abs_50th_medianDiff_all,path_curvature_head_10th_medianDiff_all,path_curvature_head_50th_medianDiff_all,path_curvature_head_abs_90th_medianDiff_all,path_curvature_head_w_backward_10th_medianDiff_all,path_curvature_head_w_backward_90th_medianDiff_all,path_curvature_head_w_backward_IQR_medianDiff_all,path_curvature_head_w_backward_abs_10th_medianDiff_all,path_curvature_head_w_backward_abs_50th_medianDiff_all,path_curvature_head_w_backward_abs_90th_medianDiff_all,path_curvature_head_w_backward_abs_IQR_medianDiff_all,path_curvature_head_w_paused_50th_medianDiff_all,path_curvature_head_w_paused_abs_50th_medianDiff_all,path_curvature_midbody_10th_medianDiff_all,path_curvature_midbody_50th_medianDiff_all,path_curvature_midbody_abs_50th_medianDiff_all,path_curvature_midbody_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_10th_medianDiff_all,path_curvature_midbody_w_backward_90th_medianDiff_all,path_curvature_midbody_w_backward_IQR_medianDiff_all,path_curvature_midbody_w_backward_abs_50th_medianDiff_all,path_curvature_midbody_w_backward_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,path_curvature_midbody_w_paused_50th_medianDiff_all,path_curvature_midbody_w_paused_abs_50th_medianDiff_all,path_curvature_tail_10th_medianDiff_all,path_curvature_tail_50th_medianDiff_all,path_curvature_tail_abs_50th_medianDiff_all,path_curvature_tail_abs_90th_medianDiff_all,path_curvature_tail_w_backward_10th_medianDiff_all,path_curvature_tail_w_backward_90th_medianDiff_all,path_curvature_tail_w_backward_IQR_medianDiff_all,path_curvature_tail_w_backward_abs_50th_medianDiff_all,path_curvature_tail_w_backward_abs_90th_medianDiff_all,path_curvature_tail_w_backward_abs_IQR_medianDiff_all,path_curvature_tail_w_paused_10th_medianDiff_all,path_curvature_tail_w_paused_50th_medianDiff_all,path_curvature_tail_w_paused_abs_50th_medianDiff_all,path_curvature_tail_w_paused_abs_90th_medianDiff_all
NIC207,-9.4948e-05,-0.00019356,-0.00010939,-9.6779e-05,-0.025996,0.39609,-0.41718,-0.0062994,-0.00016463,-0.0031708,-1.733,-0.14492,-1.6727e-05,-0.0017259,-0.0010285,-0.00086437,0.0013326,-0.25958,0.028073,-0.031142,-0.0056161,-0.00064482,-0.0027967,-0.13875,-0.014915,-0.00017161,0.015011,-0.00022894,-0.00028684,-0.0001145,-0.053388,0.53755,-0.61387,-0.0091265,-0.00027595,-0.0045547,-2.514,-0.17366,-0.0016714,-0.00099893,-0.00055502,-0.00049934,-0.1513,0.53325,-0.48398,-0.015898,-0.00060455,-0.0078491,-2.3073,-0.20922,-0.00016309,-0.062181,-6.6173e-05,4.8278e-05,0.84567,0.051477,-0.019838,-0.001239,-0.00057948,-0.32861,-0.012229,-9.223372036854776e+18,9.223372036854776e+18,-0.023965,-0.00041574,0.11976,0.0046177,-0.0062673,-0.0017071,-0.00012285,-0.00085093,-0.015252,-0.003229,-9.223372036854776e+18,9.223372036854776e+18,-0.065954,-0.00021983,0.0002226,0.85683,0.031545,-0.030951,-0.00098122,-0.00049658,-0.40967,-0.0084606,-9.223372036854776e+18,9.223372036854776e+18,-0.078036,-0.00032404,0.00033343,0.69482,0.045923,-0.031296,-0.0021004,-0.0010732,-0.3238,-0.018176,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
NIC231,2.4381e-06,-0.00059357,-4.732e-05,-0.00029694,-0.024845,0.96999,-0.9149,-0.0071599,-0.00022702,-0.0035885,-2.9995,-0.28838,-3.9731e-05,-0.0032195,-0.0004628,-0.0016106,0.00073232,-0.23168,0.038592,-0.038907,-0.0057228,-0.00062526,-0.0028568,-0.14801,-0.022353,-0.000363,0.067935,-0.001616,-0.00019369,-0.00080735,-0.033877,0.55351,-1.0404,-0.011783,-0.00049439,-0.0058933,-2.147,-0.24998,-0.000922,-0.0024417,-0.00032454,-0.0012191,-0.050175,0.70442,-0.41601,-0.016024,-0.00086109,-0.0079505,-1.4031,-0.22695,-0.00014302,-9.223372036854776e+18,-0.00023484,0.00020586,9.223372036854776e+18,0.0306,-0.026337,-0.0017746,-0.00082659,-0.47962,-0.010807,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0009869,9.223372036854776e+18,0.0078333,-0.0084397,-0.0014411,-0.00016125,-0.00072392,-0.01601,-0.0036318,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00050955,0.00049629,9.223372036854776e+18,0.01827,-0.043555,-0.0014247,-0.0007256,-0.39413,-0.011431,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00073111,0.00048354,9.223372036854776e+18,0.076583,-0.016777,-0.0013564,-0.00062555,-0.2815,-0.018929,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC236,-9.294e-05,-0.00047915,-9.1062e-05,-0.00023992,-0.010848,0.54158,-0.39875,-0.0066735,-0.00014524,-0.0032648,-1.6801,-0.16488,4.2944e-06,-0.0036151,-0.00095654,-0.0018072,0.00071854,-0.17501,0.03338,-0.039851,-0.0064339,-0.00069356,-0.0032366,-0.16631,-0.018784,-0.00024934,0.010141,-0.00076831,-0.00020224,-0.00038551,-0.057695,0.72081,-0.60879,-0.0085838,-0.00030097,-0.004277,-2.8171,-0.21969,-4.0056e-05,-0.0018339,-0.00042183,-0.00091792,-0.11874,0.532,-0.74112,-0.012482,-0.00068703,-0.0058594,-2.6418,-0.24302,-0.00011218,-9.223372036854776e+18,-0.00025821,0.00018758,9.223372036854776e+18,0.034915,-0.020065,-0.0011566,-0.00059313,-0.29888,-0.012044,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00092807,9.223372036854776e+18,0.0038075,-0.0082177,-0.0019521,-0.00017958,-0.00098638,-0.020093,-0.0041484,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00044032,0.00038389,9.223372036854776e+18,0.059493,-0.01326,-0.0019558,-0.00095769,-0.43125,-0.011979,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0007016,0.00048699,9.223372036854776e+18,0.029709,-0.069741,-0.0022865,-0.0011305,-0.48001,-0.019799,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
NIC242,-5.3391e-05,-0.00052897,-0.00011133,-0.00026527,-0.031521,0.22516,-0.26814,-0.0046797,-5.3465e-05,-0.0022879,-1.0841,-0.074777,-2.4206e-05,-0.0027355,-0.0008702,-0.0013734,0.00079965,-0.27642,0.033849,-0.029262,-0.0036776,8.821e-06,-0.0018584,-0.14633,-0.014891,-0.00026587,0.013218,-0.0014293,-0.00028448,-0.00071479,-0.072668,0.378,-0.31242,-0.0057073,-8.8152e-05,-0.0027762,-1.5506,-0.098532,-0.0006004,-0.0029987,-0.00053858,-0.0014967,-0.13835,0.29061,-0.52897,-0.0073215,6.4524e-05,-0.003691,-1.6945,-0.14772,-0.00013289,-9.223372036854776e+18,-0.00022671,0.00023798,9.223372036854776e+18,0.02111,-0.014918,-0.0014545,-0.0007243,-0.22537,-0.0083153,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00067937,9.223372036854776e+18,0.0054786,-0.0049889,-0.001117,-2.2213e-05,-0.00056572,-0.017762,-0.0029742,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00037432,0.00049312,9.223372036854776e+18,0.017028,-0.017171,-0.0014075,-0.00070495,-0.21801,-0.0089641,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00058633,0.00061183,9.223372036854776e+18,0.034683,-0.026741,-0.001824,-0.00090966,-0.35089,-0.013363,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC251,5.4398e-05,-0.00056275,-8.6785e-05,-0.00028228,-0.052765,0.27285,-0.35106,-0.0048971,-0.00012415,-0.0024601,-0.73617,-0.10069,-2.447e-05,-0.0054752,-0.00080052,-0.002736,0.0019963,-0.67761,0.011353,-0.012575,-0.0034981,-0.00054719,-0.0017677,-0.080572,-0.0035994,-0.00036151,0.010492,-0.0028405,-0.00023103,-0.0014208,-0.19901,0.35731,-0.60209,-0.0072533,-0.00029707,-0.0035648,-2.2556,-0.12324,0,-0.0045563,-0.00044083,-0.0022815,-0.38496,0.46969,-0.44506,-0.0089673,-0.00055674,-0.0044881,-1.5364,-0.16855,-0.00029,-9.223372036854776e+18,-0.00030199,0.0003246,9.223372036854776e+18,0.01491,-0.025461,-0.00088599,-0.00045591,-0.21242,-0.010065,0,0,-9.223372036854776e+18,-0.0012741,9.223372036854776e+18,0.0012524,-0.0010469,-0.00045871,-4.4439e-05,-0.00022429,-0.0027028,-0.001166,0,0,-9.223372036854776e+18,-0.00060914,0.00039923,9.223372036854776e+18,0.011801,-0.024636,-0.0011224,-0.00056696,-0.29854,-0.006001,0,0,-9.223372036854776e+18,-0.00099853,0.00061967,9.223372036854776e+18,0.026171,-0.032912,-0.0017311,-0.0008383,-0.29394,-0.010695,0,0,0,0
NIC252,-9.4757e-05,-0.00051793,-6.6137e-05,-0.00025973,-0.022433,0.12735,-0.19583,-0.0026433,-0.00010269,-0.0013175,-1.9871,-0.040753,-6.335e-06,-0.0028435,-0.00062731,-0.0014205,-0.00018677,-0.082705,0.012967,-0.018607,-0.0036746,-0.00048493,-0.001855,-0.17533,-0.0072787,-0.00016904,0.033901,-0.003003,-0.00024622,-0.0014976,-0.10463,0.16503,-0.1757,-0.0053474,-0.00030009,-0.0026536,-2.1936,-0.041323,-0.0040445,-0.004173,-0.00039349,-0.0020848,-0.19911,0.18816,-0.18885,-0.0074359,-0.00061496,-0.00362,-1.9638,-0.055557,-0.00015926,-9.223372036854776e+18,-8.5333e-05,7.3598e-05,9.223372036854776e+18,0.010801,-0.0067684,-0.00086554,-0.00044048,-0.19199,-0.0040023,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00062653,9.223372036854776e+18,0.0016658,-0.0025024,-0.0004095,-5.4773e-05,-0.00020788,-0.010083,-0.0010052,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00033693,3.7425e-05,9.223372036854776e+18,0.012013,-0.0059806,-0.0010624,-0.00053529,-0.16854,-0.0035953,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00050753,0.00031271,9.223372036854776e+18,0.010981,-0.012935,-0.00068503,-0.00034395,-0.20197,-0.0047417,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC255,-5.6387e-05,-0.00025115,-9.186e-05,-0.00012569,-0.01603,0.19825,-0.41797,-0.0024828,-0.00010701,-0.0012285,-1.6879,-0.07883,-2.7167e-05,-0.0018385,-0.00082421,-0.00091222,0.0017086,-0.26638,0.0032766,-0.012612,-0.0040794,-0.00024695,-0.0020017,-0.040347,-0.0032791,-0.00041478,0.011034,-0.00075299,-0.00023544,-0.0003769,-0.044262,0.32343,-0.30226,-0.0031378,-0.00016094,-0.0015625,-1.8819,-0.070866,-0.001206,-0.0011563,-0.00047921,-0.0005782,-0.15015,0.36113,-0.38857,-0.0089395,-0.00035344,-0.0046286,-1.256,-0.12345,-0.00019552,-0.18231,-6.5831e-05,0.00036334,1.0382,0.0091066,-0.0061208,-0.00017061,-9.1407e-05,-0.24735,-0.0017267,-9.223372036854776e+18,9.223372036854776e+18,-0.077201,-0.00045132,0.23791,0.0040682,-0.00080477,-0.00058923,-0.00010637,-0.00027574,-0.0038408,-0.00092362,-9.223372036854776e+18,9.223372036854776e+18,-0.24221,-0.00020187,0.00063585,1.2281,0.013441,-0.0063011,-0.00021825,-0.0001129,-0.2143,-0.0028838,-9.223372036854776e+18,9.223372036854776e+18,-0.2206,-0.00035125,0.00071367,1.142,0.011241,-0.021283,-0.00080186,-0.00040768,-0.23147,-0.0048445,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC256,-3.923e-05,-0.00041476,-8.9695e-05,-0.00020717,-0.025673,0.3741,-0.40911,-0.0039504,-2.0213e-05,-0.0019176,-1.7133,-0.13715,-3.1592e-05,-0.0042468,-0.00077742,-0.0021219,0.001761,-0.33408,0.020432,-0.019691,-0.0043597,-0.00010848,-0.0021504,-0.08629,-0.010006,-0.00046202,0.0049021,-0.0014505,-0.00022036,-0.00072533,-0.077559,0.42714,-0.49924,-0.0056863,-1.6108e-05,-0.0028357,-2.0242,-0.13515,-0.00015384,-0.0032005,-0.00039288,-0.0016001,-0.17064,0.60831,-0.46438,-0.0084489,1.0906e-05,-0.0042141,-1.5554,-0.1989,-0.0002312,-9.223372036854776e+18,-0.0001817,0.00036148,9.223372036854776e+18,0.020104,-0.024867,-0.0010325,-0.00046859,-0.32212,-0.0060859,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0012691,9.223372036854776e+18,0.0015524,-0.0042461,-0.00077332,-2.6542e-05,-0.00037174,-0.0094298,-0.0020361,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00044165,0.00062949,9.223372036854776e+18,0.027911,-0.016136,-0.00072746,-0.00031724,-0.34702,-0.007948,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00067208,0.00080357,9.223372036854776e+18,0.023842,-0.034518,-0.00090838,-0.00048739,-0.40177,-0.010242,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC258,4.9959e-06,-8.8172e-05,-7.0691e-05,-4.0266e-05,-0.043585,0.20287,-0.095377,-0.0027166,-9.1761e-05,-0.0013774,-1.2714,-0.041892,-2.0789e-05,-0.00043162,-0.00049694,-0.00021751,0.0027407,-0.52364,0.0077074,-0.0076371,-0.0035207,-0.00040246,-0.0017759,-0.033959,-0.0045723,-0.00018495,0.019593,-0.00037468,-0.00011531,-0.00018822,-0.070861,0.20591,-0.23367,-0.0033607,-0.00017036,-0.0015577,-1.2474,-0.059,-0.0020698,-0.0007304,-0.00017198,-0.00036682,-0.13079,0.13701,-0.10867,-0.0061758,-0.00023019,-0.0030472,-1.1361,-0.054084,-7.1741e-05,-0.40787,-9.0763e-05,0.00021633,1.7316,0.028597,-0.0027957,-0.00040265,-0.00021017,-0.1283,-0.0073243,-0.0009441,0.0032808,-0.11155,-0.00034964,0.32344,-0.00074343,-0.0015248,-0.00056542,-0.00013275,-0.00027412,-0.00083016,-7.7824e-05,-0.00095352,0.00032591,-0.40458,-0.00020625,0.00042721,2.031,0.006774,-0.031438,-0.00069808,-0.00030386,-0.1616,-0.007027,-0.0008493,0.0044452,-0.43763,-0.0002919,0.00064192,1.5337,0.026922,-0.011058,-0.0012991,-0.0005578,-0.19949,-0.0067975,-9.223372036854776e+18,-0.0012583,0.0075903,9.223372036854776e+18
NIC259,-2.5299e-05,-0.00043345,-0.00012529,-0.00021655,-0.028296,0.45715,-0.59403,-0.0039106,-8.3355e-05,-0.001961,-1.4735,-0.17585,-1.9638e-05,-0.0038477,-0.0014263,-0.0019252,0.0015521,-0.62479,0.022672,-0.020105,-0.0044098,-0.00044658,-0.0021993,-0.099866,-0.0091238,-0.00062386,0.0049218,-0.0016169,-0.00038431,-0.00080784,-0.11967,0.78997,-0.70855,-0.008446,-0.00034562,-0.004199,-3.0252,-0.2408,-0.00012286,-0.0030663,-0.00076267,-0.0015332,-0.32518,0.73002,-0.7462,-0.012196,-0.00068903,-0.0061137,-2.0304,-0.27046,-0.00030652,-2.9995,-4.7867e-05,0.00021585,8.9542,0.02515,-0.011778,-0.00061143,-0.00024993,-0.28366,-0.005523,-9.223372036854776e+18,9.223372036854776e+18,-0.32362,-0.00058693,0.81305,0.001739,-0.0042315,-0.0010969,-3.7895e-05,-0.00054465,-0.0090428,-0.0020536,-9.223372036854776e+18,9.223372036854776e+18,-2.5757,-0.00019366,0.00048027,7.226,0.024884,-0.015192,-0.00071334,-0.0003495,-0.39468,-0.007194,-9.223372036854776e+18,9.223372036854776e+18,-1.7008,-0.00037811,0.00051985,4.0581,0.035628,-0.016136,-0.0011598,-0.00051516,-0.34894,-0.011488,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC260,-9.3692e-05,-0.0003811,-6.4669e-05,-0.00019045,0.022552,0.27652,-0.17927,-0.0047564,-0.00011299,-0.0023436,-1.2528,-0.065765,4.1473e-05,-0.0027811,-0.00067999,-0.0013906,-0.00050569,-0.044206,0.041573,-0.050811,-0.0089934,-0.00078633,-0.0045008,-0.20222,-0.029316,0.00030737,0.52191,-0.0010107,-0.00013602,-0.00050324,0.034773,0.2861,-0.20498,-0.0061891,-0.00018621,-0.0031399,-1.0746,-0.074743,-0.010431,-0.0018779,-0.00027725,-0.00094125,0.054648,0.16523,-0.25612,-0.0081935,-0.00027399,-0.0040066,-0.48973,-0.10996,0.00012688,-9.223372036854776e+18,-8.4466e-05,2.2513e-05,9.223372036854776e+18,0.01668,-0.020363,-0.001034,-0.0005341,-0.28864,-0.0085041,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00062229,9.223372036854776e+18,0.010851,-0.0078282,-0.002313,-0.00033195,-0.0011593,-0.027829,-0.0063648,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0002663,0.00017329,9.223372036854776e+18,0.031746,-0.016163,-0.0023223,-0.0011664,-0.26923,-0.011394,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00071701,0.00013523,9.223372036854776e+18,0.032076,-0.053566,-0.0024897,-0.0012883,-0.14448,-0.023086,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
NIC261,-3.4533e-05,-0.00035652,-6.3197e-05,-0.00017765,-0.039513,0.47996,-0.51982,-0.0072012,-0.00015451,-0.0035543,-2.2883,-0.17009,-2.8784e-05,-0.0024654,-0.00056409,-0.0012327,0.0010275,-0.45539,0.026732,-0.038121,-0.0065601,-0.0006027,-0.0033103,-0.10832,-0.018846,-0.00037099,0.0002064,-0.0012958,-0.00016466,-0.00064724,-0.12412,0.74939,-0.60625,-0.01045,-0.0002761,-0.0051843,-2.175,-0.2375,0,-0.0028463,-0.00031186,-0.001423,-0.2454,0.64587,-0.74946,-0.016298,-0.00070704,-0.008083,-2.4993,-0.26085,-0.00022489,-9.223372036854776e+18,-0.00012541,0.00011876,9.223372036854776e+18,0.040325,-0.015455,-0.00055229,-0.0003004,-0.29905,-0.01084,0,0,-9.223372036854776e+18,-0.00083579,9.223372036854776e+18,0.0048432,-0.0039561,-0.00095679,-0.00014045,-0.00048516,-0.010899,-0.0024075,0,0,-9.223372036854776e+18,-0.00030102,0.00017902,9.223372036854776e+18,0.042712,-0.010965,-0.0013182,-0.00067941,-0.38669,-0.0096346,0,0,-9.223372036854776e+18,-0.00049632,2.3629e-05,9.223372036854776e+18,0.035029,-0.043149,-0.0016657,-0.00080403,-0.40978,-0.014545,0,0,0,0
NIC262,9.0538e-06,-0.00018803,-7.6641e-05,-9.4243e-05,-0.015945,0.33665,-0.12347,-0.0052118,-0.00017351,-0.0025774,-1.2716,-0.069314,-6.5758e-06,-0.0020167,-0.00091944,-0.0010076,0.00013139,-0.2903,0.010942,-0.0085532,-0.0037844,-0.00057385,-0.0019031,-0.066366,-0.0041477,-0.00021863,0.099148,-0.00068441,-0.00022026,-0.00034214,-0.051848,0.33537,-0.17261,-0.0071459,-0.00031453,-0.003656,-1.4835,-0.060592,-0.0049187,-0.0015274,-0.00044692,-0.00076455,-0.13653,0.23719,-0.37275,-0.010351,-0.00055669,-0.0051907,-1.1695,-0.12573,-0.00012798,-0.0021747,-4.6967e-05,5.557e-05,0.016682,0.012198,-0.0064622,-0.00090297,-0.00045093,-0.16685,-0.006442,-0.0061836,0.028119,-0.0026611,-0.00021544,0.0086175,0.00037191,-0.0041599,-0.00026557,-0.00011483,-0.00020589,-0.0063855,-0.0017819,-0.022571,0.047874,-0.0025061,-0.00013689,0.0001174,0.016187,0.011965,-0.0077174,-0.0011331,-0.00055826,-0.1264,-0.007289,-0.0068572,0.02986,-0.0032535,-0.00014202,0.00018909,0.019932,0.042277,-0.035601,-0.0019098,-0.00095382,-0.13371,-0.01612,-9.223372036854776e+18,-0.011657,0.045977,9.223372036854776e+18
NIC265,-6.2726e-05,-0.000622,-7.3596e-05,-0.00030882,-0.0082714,0.46443,-0.23281,-0.0048978,-7.4232e-05,-0.0020556,-1.8277,-0.14583,-2.3251e-05,-0.0052652,-0.00077244,-0.0026319,-0.0003627,-0.23218,0.03587,-0.046443,-0.0088233,-0.00047968,-0.004286,-0.16206,-0.022966,-0.0003097,0.0044674,-0.0019404,-0.00015661,-0.00097025,-0.033705,0.5434,-0.41504,-0.0063632,-3.407e-05,-0.0031522,-1.7609,-0.1796,-0.0001869,-0.0037182,-0.00034903,-0.001858,-0.11735,0.49558,-0.63654,-0.010775,-0.0001473,-0.0053993,-1.7967,-0.21996,-7.262e-05,-9.223372036854776e+18,-0.00024484,0.0004476,9.223372036854776e+18,0.020189,-0.026512,-0.00031626,-0.00016308,-0.27244,-0.0082711,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0013795,9.223372036854776e+18,0.0069157,-0.014724,-0.0025536,-0.00010946,-0.0011705,-0.026058,-0.0059632,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00058785,0.00063004,9.223372036854776e+18,0.017527,-0.016373,-0.00024416,-0.00012692,-0.26126,-0.0083134,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00094762,0.00072965,9.223372036854776e+18,0.030178,-0.041339,-0.00076818,-0.00037791,-0.36072,-0.014975,0,-9.223372036854776e+18,9.223372036854776e+18,0
NIC266,-9.6479e-05,-0.00034828,-8.9186e-05,-0.00017412,-0.039195,0.23849,-0.25441,-0.004227,-0.00011591,-0.0021479,-1.2566,-0.073844,-2.5267e-05,-0.001003,-0.00075425,-0.00050256,-0.00039317,-0.35132,0.033801,-0.033646,-0.007957,-0.00073741,-0.0039985,-0.14613,-0.021637,-0.00022718,0.048537,-0.00075988,-0.0001969,-0.00038109,-0.066145,0.27487,-0.27848,-0.0046328,-0.00014329,-0.0023126,-1.836,-0.079115,-0.0017286,-0.0015158,-0.00035246,-0.00075651,-0.15746,0.33495,-0.41154,-0.0065088,-0.00038888,-0.0031868,-1.4923,-0.13187,-7.924e-05,-9.223372036854776e+18,-9.9095e-06,3.9475e-05,9.223372036854776e+18,0.013879,-0.021542,-0.00080142,-0.00034883,-0.20069,-0.0066383,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00039877,9.223372036854776e+18,0.0068846,-0.010247,-0.0024283,-0.00030034,-0.0012025,-0.022669,-0.0051665,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00011458,4.5616e-05,9.223372036854776e+18,0.016521,-0.0098353,-0.00055958,-0.00027811,-0.24371,-0.008437,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00021085,-4.3498e-05,9.223372036854776e+18,0.020912,-0.035172,-0.001478,-0.00075951,-0.25437,-0.012777,0,-9.223372036854776e+18,9.223372036854776e+18,0
